Type,Nome,Name,Level,Skill,Life,Mp,Range,PhyAtk,MagAtk,PhyDef,MagDef,Dex,Agi,Crit atk,Crit def,Stun atk chance,Stun def chance,Stun duration,Block atk chance,Block def chance,Block duration,Blood atk chance,Blood def chance,Blood atk,Blood def,Blood duration,Poison atk chance,Poison def chance,Poison atk,Poison def,Poison duration,Silence atk chance,Silence def chance,Silence duration,Elem,Exp,Item 0,Item 1,Item 2,Item 3,Item 4,Item 5,Item 6,Item 7,Item 8,Item 9,Gold,Step,Move delay,Mp delay,Atk delay
92,Criatura 93,Creature 93,17,1,611,633,60,54,43,53,56,56,41,0.13,0.02,0.13,0.17,112,0.18,0.2,107,0.16,0.11,8.72,14.22,122,0.13,0.1,10.07,16.07,74,0.19,0.19,105,earth,342,14,143,161,934,1427,1744,1977,-1,-1,-1,294,1,0.0125,0.625,0.86
93,Criatura 94,Creature 94,18,1,668,767,60,57,45,54,50,51,49,0.13,0.02,0.18,0.15,92,0.06,0.13,99,0.1,0.18,8.78,10.8,148,0.16,0.19,3.25,16.38,64,0.15,0.15,90,neutral,392,15,162,163,248,935,1745,1746,-1,-1,-1,329,1,0.0125,0.625,0.89
94,Criatura 95,Creature 95,19,1,657,860,60,58,58,54,50,44,48,0.13,0.02,0.06,0.07,56,0.12,0.17,62,0.17,0.08,2.75,7.48,55,0.07,0.06,7.95,4.29,117,0.2,0.16,75,snow,396,164,165,736,737,738,1428,1429,1430,1747,1748,366,1,0.0125,0.625,0.92
95,Criatura 96,Creature 96,15,1,495,642,60,48,50,44,51,38,41,0.13,0.02,0.15,0.2,88,0.06,0.13,63,0.17,0.16,6.43,6.05,86,0.18,0.08,14.82,2.67,130,0.16,0.16,86,thunder,296,12,236,730,731,1413,1700,1880,1881,1882,-1,230,1,0.0125,0.625,0.84
96,Criatura 97,Creature 97,16,1,663,726,60,46,49,53,48,39,40,0.13,0.02,0.2,0.12,146,0.08,0.16,122,0.19,0.15,11.7,15.18,91,0.1,0.19,11.66,12.73,137,0.18,0.18,90,plant,310,13,142,160,533,732,1414,1714,1743,1883,-1,261,1,0.0125,0.625,0.85
97,Criatura 98,Creature 98,17,1,713,578,60,49,47,51,50,52,48,0.13,0.02,0.11,0.1,140,0.13,0.15,77,0.09,0.09,5.2,9.95,148,0.19,0.06,14.28,7.43,98,0.05,0.18,145,water,342,14,143,161,534,1415,1744,1884,1961,-1,-1,294,1,0.0125,0.625,0.88
98,Criatura 99,Creature 99,18,1,659,671,60,54,53,51,50,49,36,0.13,0.03,0.17,0.1,149,0.16,0.13,82,0.12,0.08,9.84,10.11,107,0.07,0.2,2.31,3.24,86,0.2,0.16,149,light,392,15,162,163,236,535,1745,1746,1962,-1,-1,329,1,0.0125,0.625,0.94
99,Criatura 100,Creature 100,19,1,789,730,60,55,53,50,49,55,47,0.14,0.02,0.1,0.12,113,0.11,0.1,63,0.16,0.15,18.16,1.42,129,0.16,0.19,0.65,9.81,145,0.17,0.15,73,plant,396,164,165,336,337,338,1416,1417,1418,1747,1748,366,1,0.0125,0.625,0.91
100,Criatura 101,Creature 101,20,1,886,667,60,65,58,61,55,48,42,0.13,0.02,0.07,0.1,142,0.14,0.2,95,0.15,0.14,7.38,2.49,97,0.16,0.07,16.29,11.41,109,0.19,0.16,116,plant,402,16,124,166,237,739,740,1445,1700,1895,1896,405,1,0.0125,0.625,0.88
101,Criatura 102,Creature 102,21,1,746,748,60,67,56,54,50,49,52,0.14,0.02,0.13,0.07,73,0.06,0.14,144,0.11,0.14,11.44,8.78,109,0.06,0.13,5.28,19.94,135,0.14,0.14,82,plant,481,17,125,167,741,542,1446,1720,1749,1897,1898,446,1,0.0125,0.625,0.94
102,Criatura 103,Creature 103,22,1,832,878,60,54,68,47,64,55,47,0.14,0.03,0.13,0.11,148,0.17,0.07,96,0.18,0.07,16.33,15.97,72,0.13,0.11,10.7,11.75,54,0.15,0.11,104,plant,498,18,128,168,543,544,1447,1750,1751,1899,-1,489,1,0.0125,0.625,0.90
103,Criatura 104,Creature 104,23,1,935,910,60,67,57,63,59,60,57,0.13,0.02,0.19,0.17,135,0.12,0.08,104,0.17,0.13,6.94,12.34,73,0.11,0.1,11.02,0.28,61,0.2,0.18,83,fire,540,19,129,169,1448,1449,1450,1752,1969,1970,-1,534,1,0.0125,0.625,0.85
104,Criatura 105,Creature 105,24,1,772,1063,60,60,70,62,70,48,52,0.13,0.03,0.07,0.16,144,0.07,0.06,115,0.13,0.15,13.44,18.34,127,0.14,0.17,18.76,13.17,128,0.13,0.13,59,earth,581,20,21,170,171,345,346,347,1451,1753,1754,581,1,0.0125,0.625,1.01
105,Criatura 106,Creature 106,20,1,823,823,60,55,52,54,58,53,40,0.14,0.02,0.19,0.17,101,0.18,0.14,103,0.18,0.12,3.93,18.56,91,0.06,0.17,18.31,5.83,99,0.15,0.13,114,plant,402,16,124,166,231,539,540,1438,1700,1865,-1,405,1,0.0125,0.625,0.85
106,Criatura 107,Creature 107,21,1,900,769,60,54,66,58,53,57,54,0.14,0.02,0.2,0.15,146,0.06,0.06,58,0.13,0.14,3.15,12.02,127,0.15,0.06,0.94,9.21,98,0.12,0.1,70,thunder,481,17,125,167,541,342,1439,1717,1749,1866,-1,446,1,0.0125,0.625,0.88
107,Criatura 108,Creature 108,22,1,730,765,60,62,67,62,50,59,49,0.14,0.02,0.13,0.14,113,0.1,0.13,58,0.2,0.15,9.96,16.13,73,0.15,0.19,4.76,6.54,114,0.15,0.18,132,thunder,498,18,128,168,343,344,1440,1750,1751,1867,-1,489,1,0.0125,0.625,1.02
108,Criatura 109,Creature 109,23,1,875,817,60,59,62,64,65,55,46,0.14,0.02,0.19,0.11,88,0.13,0.13,69,0.08,0.1,2.55,15.34,52,0.11,0.17,22.99,16.61,68,0.08,0.05,140,snow,540,19,129,169,1441,1442,1443,1752,1868,1869,1956,534,1,0.0125,0.625,0.94
109,Criatura 110,Creature 110,24,1,846,846,60,58,66,70,72,52,59,0.13,0.02,0.15,0.08,57,0.18,0.19,99,0.2,0.13,23.78,17.03,52,0.08,0.17,15.64,2.29,57,0.17,0.15,64,thunder,581,20,21,170,171,1145,1146,1147,1444,1753,1754,581,1,0.0125,0.625,1.01
110,Criatura 111,Creature 111,20,1,759,792,60,58,54,54,51,51,54,0.13,0.02,0.18,0.16,101,0.14,0.1,141,0.09,0.13,2.47,5.73,97,0.09,0.15,11.59,10.78,77,0.19,0.11,88,snow,402,16,124,166,243,939,940,1452,1700,-1,-1,405,1,0.0125,0.625,0.96
111,Criatura 112,Creature 112,21,1,614,780,60,62,63,56,70,50,41,0.13,0.02,0.15,0.13,134,0.06,0.11,117,0.15,0.18,16.34,6.75,120,0.17,0.18,3.21,5.44,87,0.06,0.09,116,water,481,17,125,167,941,742,1453,1721,1749,-1,-1,446,1,0.0125,0.625,0.95
112,Criatura 113,Creature 113,22,1,787,765,60,67,67,63,67,42,42,0.14,0.02,0.17,0.15,148,0.08,0.08,110,0.15,0.2,6.09,5.45,109,0.12,0.16,10.14,6.5,69,0.18,0.19,80,snow,498,18,168,743,744,1454,1750,1751,1971,-1,-1,489,1,0.0125,0.625,0.89
113,Criatura 114,Creature 114,23,1,935,828,60,64,69,63,69,53,50,0.13,0.02,0.11,0.1,56,0.17,0.19,65,0.16,0.15,8.45,5.86,114,0.2,0.09,9.25,10.43,111,0.18,0.08,86,earth,540,19,169,243,1455,1456,1457,1752,1972,-1,-1,534,1,0.0125,0.625,0.93
114,Criatura 115,Creature 115,24,1,956,785,60,68,68,61,71,60,56,0.13,0.02,0.07,0.14,124,0.13,0.11,117,0.09,0.14,22.88,12.95,68,0.09,0.19,20.69,5.21,54,0.15,0.11,55,thunder,581,20,21,170,171,545,546,547,1458,1753,1754,581,1,0.0125,0.625,0.88
115,Criatura 116,Creature 116,20,1,738,885,60,44,55,54,68,48,41,0.13,0.02,0.18,0.13,148,0.11,0.11,137,0.1,0.18,8.31,6.02,89,0.13,0.06,14.57,0.53,53,0.07,0.17,121,thunder,402,16,124,166,249,1139,1140,1459,1700,1900,-1,405,1,0.0125,0.625,0.94
116,Criatura 117,Creature 117,21,1,768,791,60,67,58,51,54,54,45,0.14,0.02,0.16,0.12,85,0.15,0.17,147,0.13,0.09,5.23,14.51,105,0.07,0.16,6.1,15.53,98,0.18,0.07,134,earth,481,17,125,167,1141,942,1460,1712,1749,1901,-1,446,1,0.0125,0.625,0.96
117,Criatura 118,Creature 118,22,1,855,810,60,68,62,68,67,49,51,0.13,0.02,0.06,0.14,104,0.19,0.12,97,0.1,0.16,3.82,5.43,120,0.16,0.15,12.16,15.71,75,0.19,0.15,134,air,498,18,168,943,944,1461,1750,1751,1902,1903,-1,489,1,0.0125,0.625,0.81
118,Criatura 119,Creature 119,23,1,852,677,60,75,63,63,73,64,47,0.13,0.02,0.14,0.14,93,0.14,0.13,77,0.17,0.1,21.07,12.89,141,0.15,0.15,17.07,14.12,55,0.09,0.16,53,air,540,19,169,1462,1463,1464,1752,1904,1973,1974,-1,534,1,0.0125,0.625,0.93
119,Criatura 120,Creature 120,24,1,895,1003,60,73,69,62,59,64,51,0.13,0.02,0.06,0.12,86,0.07,0.12,67,0.07,0.11,4.84,20.54,97,0.13,0.14,8.43,4.37,88,0.17,0.06,81,water,581,20,21,170,171,745,746,747,1465,1753,1754,581,1,0.0125,0.625,0.94
120,Criatura 121,Creature 121,20,1,675,885,60,54,61,51,62,49,45,0.13,0.02,0.09,0.14,66,0.08,0.13,85,0.17,0.14,15.26,13.33,88,0.14,0.09,11.82,10.97,65,0.11,0.15,75,dark,402,16,124,166,225,339,340,1431,1700,1850,-1,405,1,0.0125,0.625,0.89
121,Criatura 122,Creature 122,21,1,812,845,60,58,64,56,69,51,52,0.13,0.02,0.08,0.16,80,0.13,0.08,116,0.19,0.12,4.83,5.54,128,0.13,0.08,1.39,13.59,50,0.19,0.13,139,fire,481,17,125,167,341,1142,1432,1712,1749,1851,-1,446,1,0.0125,0.625,0.86
122,Criatura 123,Creature 123,22,1,832,911,60,70,60,69,57,56,42,0.14,0.02,0.06,0.19,138,0.17,0.08,130,0.07,0.19,15.77,15.33,98,0.11,0.11,8.48,12.5,81,0.09,0.18,140,thunder,498,18,168,1143,1144,1433,1750,1751,1852,1853,-1,489,1,0.0125,0.625,0.87
123,Criatura 124,Creature 124,23,1,899,957,60,65,64,64,55,47,49,0.14,0.02,0.08,0.13,61,0.16,0.08,107,0.05,0.07,18.16,19.03,65,0.07,0.1,6.37,20.22,136,0.13,0.2,59,plant,540,19,169,1434,1435,1436,1752,1854,1950,1951,-1,534,1,0.0125,0.625,0.90
124,Criatura 125,Creature 125,24,1,809,1003,60,72,62,71,78,56,46,0.13,0.02,0.06,0.13,95,0.16,0.1,85,0.06,0.18,18.33,6.41,108,0.18,0.1,21.14,5.51,141,0.1,0.16,138,dark,581,20,21,170,171,945,946,947,1437,1753,1754,581,1,0.0125,0.625,0.98
125,Criatura 126,Creature 126,25,1,723,900,60,79,67,56,74,67,49,0.13,0.02,0.06,0.13,55,0.15,0.09,112,0.17,0.16,8.74,9.74,68,0.13,0.13,10.06,9.24,126,0.15,0.11,80,plant,600,22,172,250,348,1700,-1,-1,-1,-1,-1,630,1,0.0125,0.625,0.91
126,Criatura 127,Creature 127,26,1,957,956,60,74,60,77,64,65,47,0.13,0.02,0.09,0.18,139,0.11,0.06,55,0.17,0.12,24.57,0.38,115,0.19,0.11,10.7,4.6,57,0.13,0.17,139,water,637,23,144,349,1466,1467,-1,-1,-1,-1,-1,681,1,0.0125,0.625,0.88
127,Criatura 128,Creature 128,27,1,1002,1027,60,84,73,80,73,52,56,0.13,0.02,0.12,0.08,137,0.18,0.14,118,0.17,0.14,2.93,0.01,105,0.14,0.05,5.55,21.02,108,0.12,0.17,73,earth,645,22,145,250,350,1981,-1,-1,-1,-1,-1,734,1,0.0125,0.625,0.89
128,Criatura 129,Creature 129,28,1,1034,1086,60,73,84,80,87,57,54,0.14,0.02,0.1,0.11,68,0.13,0.14,79,0.18,0.11,13.53,17.55,136,0.1,0.05,3.49,3.49,125,0.18,0.06,107,neutral,700,23,173,548,1468,1982,-1,-1,-1,-1,-1,789,1,0.0125,0.625,0.88
129,Criatura 130,Creature 130,29,1,1051,1119,60,74,70,73,92,59,60,0.13,0.02,0.14,0.18,103,0.18,0.09,64,0.14,0.15,15.42,8.04,126,0.15,0.16,22.63,28.74,74,0.17,0.08,76,snow,765,144,145,549,550,1469,1470,1471,1690,1755,1756,846,1,0.0125,0.625,0.91
130,Criatura 131,Creature 131,30,1,935,1123,60,83,75,77,87,62,63,0.14,0.02,0.05,0.05,57,0.18,0.07,139,0.09,0.11,9.69,4.29,118,0.17,0.19,24.88,8.76,123,0.16,0.17,89,air,770,22,174,252,551,1700,-1,-1,-1,-1,-1,905,1,0.0125,0.625,0.85
131,Criatura 132,Creature 132,31,1,1053,1215,60,87,87,76,84,53,71,0.13,0.02,0.17,0.11,102,0.14,0.17,118,0.14,0.14,10.74,25.7,53,0.13,0.13,15.01,26.71,71,0.11,0.07,61,dark,789,23,126,552,1479,1480,-1,-1,-1,-1,-1,966,1,0.0125,0.625,0.87
132,Criatura 133,Creature 133,32,1,1098,1141,60,82,93,78,83,59,72,0.14,0.02,0.1,0.17,74,0.09,0.11,88,0.17,0.14,25,29.56,128,0.12,0.13,25.57,24.6,97,0.19,0.18,113,neutral,790,22,127,553,1983,1984,-1,-1,-1,-1,-1,1029,1,0.0125,0.625,0.90
133,Criatura 134,Creature 134,33,1,920,1346,60,94,96,89,100,62,65,0.13,0.02,0.13,0.08,102,0.15,0.07,54,0.05,0.05,11.21,13.96,100,0.11,0.17,31.92,32.1,142,0.06,0.07,115,dark,805,23,175,351,1481,1985,-1,-1,-1,-1,-1,1094,1,0.0125,0.625,0.92
134,Criatura 135,Creature 135,34,1,1125,1381,60,89,94,76,81,73,59,0.14,0.02,0.11,0.06,128,0.1,0.17,120,0.12,0.11,15.31,18.64,91,0.14,0.17,30.95,32.38,139,0.05,0.2,91,light,936,126,127,352,353,1482,1483,1484,1691,1757,1758,1161,1,0.0125,0.625,0.91
135,Criatura 136,Creature 136,30,1,1112,977,60,86,65,78,90,67,75,0.13,0.02,0.07,0.18,113,0.18,0.08,93,0.11,0.16,15.92,22.14,80,0.09,0.12,26.34,2.2,101,0.07,0.06,110,fire,770,24,176,252,1493,1700,-1,-1,-1,-1,-1,905,1,0.0125,0.625,0.95
136,Criatura 137,Creature 137,31,1,1129,990,60,93,76,90,82,63,67,0.13,0.02,0.11,0.19,75,0.18,0.16,100,0.1,0.07,4.87,5.65,91,0.09,0.15,13.22,22.59,109,0.19,0.15,113,water,789,25,146,354,554,1494,-1,-1,-1,-1,-1,966,1,0.0125,0.625,0.99
137,Criatura 138,Creature 138,32,1,849,1064,60,85,90,92,82,67,73,0.14,0.02,0.14,0.19,59,0.11,0.06,123,0.1,0.11,14.52,19.63,77,0.11,0.16,14.66,21.22,76,0.09,0.06,93,thunder,790,24,147,1495,1496,1759,-1,-1,-1,-1,-1,1029,1,0.0125,0.625,0.88
138,Criatura 139,Creature 139,33,1,1176,1203,60,79,80,82,89,80,76,0.13,0.02,0.11,0.16,77,0.11,0.17,73,0.17,0.06,29.68,12.78,131,0.09,0.11,10.68,27.22,81,0.12,0.1,67,earth,805,25,253,355,555,1760,-1,-1,-1,-1,-1,1094,1,0.0125,0.625,0.83
139,Criatura 140,Creature 140,34,1,1240,1333,60,97,90,80,78,68,57,0.14,0.02,0.06,0.19,52,0.13,0.17,83,0.08,0.14,33.48,12.26,89,0.15,0.07,0.87,20.48,67,0.19,0.07,88,water,936,24,25,146,147,177,356,556,1497,1498,1692,1161,1,0.0125,0.625,0.92
140,Criatura 141,Creature 141,35,1,1104,1233,60,107,94,101,86,69,65,0.14,0.02,0.12,0.1,116,0.13,0.19,90,0.06,0.14,9.29,32.75,85,0.1,0.19,5.84,25.95,131,0.07,0.12,126,air,945,22,172,250,748,1148,1700,-1,-1,-1,-1,1230,1,0.0125,0.625,0.83
141,Criatura 142,Creature 142,36,1,1287,1315,60,96,90,87,101,69,83,0.13,0.02,0.16,0.13,57,0.13,0.12,53,0.15,0.07,34.85,22.97,78,0.17,0.09,12.55,27.62,65,0.16,0.12,105,thunder,960,23,144,749,1149,1472,1473,-1,-1,-1,-1,1301,1,0.0125,0.625,0.91
142,Criatura 143,Creature 143,37,1,1160,1190,60,89,100,100,99,71,84,0.13,0.03,0.15,0.09,131,0.08,0.13,119,0.18,0.11,4.46,16.74,72,0.12,0.08,22.33,32.68,136,0.14,0.15,111,plant,970,22,145,251,750,1905,1906,1907,-1,-1,-1,1374,1,0.0125,0.625,0.92
143,Criatura 144,Creature 144,38,1,1459,1272,60,112,109,112,87,76,81,0.13,0.02,0.12,0.19,103,0.1,0.16,140,0.11,0.16,29.97,3.15,127,0.07,0.11,8.17,35.57,104,0.2,0.09,143,earth,1085,23,173,1150,948,1474,1908,1909,-1,-1,-1,1449,1,0.0125,0.625,0.98
144,Criatura 145,Creature 145,39,1,1308,1393,60,112,85,97,119,65,62,0.13,0.03,0.2,0.08,130,0.11,0.18,129,0.06,0.14,25.4,17.35,79,0.18,0.16,25.73,6.86,86,0.18,0.11,131,neutral,1100,144,145,949,950,1475,1476,1477,1478,1755,1756,1526,1,0.0125,0.625,0.97
145,Criatura 146,Creature 146,35,1,1239,1400,60,82,92,99,92,72,66,0.14,0.02,0.06,0.08,85,0.19,0.14,89,0.08,0.06,2.13,30.69,53,0.18,0.13,12.55,12.82,62,0.14,0.16,106,light,945,22,174,251,751,1700,-1,-1,-1,-1,-1,1230,1,0.0125,0.625,0.88
146,Criatura 147,Creature 147,36,1,1373,1093,60,98,99,98,88,78,72,0.13,0.02,0.15,0.18,148,0.14,0.12,68,0.12,0.1,1.24,18.62,90,0.14,0.07,1.23,12.48,90,0.2,0.09,137,earth,960,23,126,252,752,1485,-1,-1,-1,-1,-1,1301,1,0.0125,0.625,0.94
147,Criatura 148,Creature 148,37,1,1354,1365,60,100,105,93,96,77,81,0.13,0.02,0.11,0.06,122,0.18,0.15,121,0.19,0.16,29.7,29.39,148,0.14,0.16,23.02,31.19,122,0.16,0.09,105,neutral,970,22,127,753,951,1486,-1,-1,-1,-1,-1,1374,1,0.0125,0.625,0.84
148,Criatura 149,Creature 149,38,1,1133,1272,60,111,97,105,100,71,79,0.14,0.02,0.08,0.1,147,0.18,0.16,149,0.18,0.17,26.41,6.07,126,0.16,0.14,0.66,4.78,102,0.14,0.13,101,earth,1085,23,175,952,1151,1152,1487,-1,-1,-1,-1,1449,1,0.0125,0.625,0.95
149,Criatura 150,Creature 150,39,1,1364,1228,60,99,123,106,104,80,88,0.13,0.02,0.13,0.08,110,0.08,0.14,94,0.05,0.1,14.34,16.3,140,0.2,0.1,9.25,28.96,110,0.14,0.17,57,fire,1100,126,127,953,1153,1488,1489,1490,1491,1757,1758,1526,1,0.0125,0.625,0.87
150,Criatura 151,Creature 151,40,1,1527,1313,60,122,95,97,97,83,75,0.15,0.02,0.09,0.15,88,0.14,0.15,74,0.1,0.2,36.81,6.48,75,0.14,0.14,11.33,23.96,84,0.09,0.12,81,thunder,1146,24,176,255,1154,1499,1500,1700,1910,-1,-1,1605,1,0.0125,0.625,0.83
151,Criatura 152,Creature 152,41,1,1136,1342,60,106,107,109,120,74,96,0.14,0.02,0.12,0.15,62,0.14,0.17,100,0.15,0.09,38.57,13.35,125,0.16,0.18,28.86,2.51,115,0.13,0.1,62,air,1148,25,146,754,954,1501,1502,1911,1912,-1,-1,1686,1,0.0125,0.625,0.87
152,Criatura 153,Creature 153,42,1,1181,1430,60,108,116,120,117,76,82,0.14,0.02,0.15,0.16,103,0.16,0.18,133,0.16,0.14,22.76,27.44,93,0.06,0.16,27.17,22.74,102,0.13,0.07,138,water,1150,24,147,1155,1503,1504,1695,1759,-1,-1,-1,1769,1,0.0125,0.625,1.02
153,Criatura 154,Creature 154,43,1,1630,1560,60,112,112,103,129,69,103,0.14,0.01,0.13,0.12,72,0.17,0.17,107,0.11,0.09,21.6,13.2,99,0.15,0.18,10.74,42.57,77,0.15,0.18,51,earth,1190,25,256,755,955,1760,1913,1914,-1,-1,-1,1854,1,0.0125,0.625,0.83
154,Criatura 155,Creature 155,44,1,1684,1409,60,107,113,118,118,70,90,0.14,0.02,0.13,0.06,112,0.16,0.11,128,0.13,0.09,33.81,2.66,133,0.13,0.13,43.97,42.18,117,0.08,0.05,149,plant,1209,24,25,146,147,177,756,956,1156,1505,1506,1941,1,0.0125,0.625,0.92
155,Criatura 156,Creature 156,40,1,1281,1425,60,128,109,102,121,79,77,0.13,0.01,0.17,0.07,110,0.1,0.15,109,0.16,0.18,20.7,35.61,75,0.08,0.1,12.35,18.25,50,0.09,0.09,102,plant,1146,24,178,253,1507,1700,-1,-1,-1,-1,-1,1605,1,0.0125,0.625,0.98
156,Criatura 157,Creature 157,41,1,1503,1610,60,110,113,107,94,76,87,0.13,0.02,0.18,0.16,117,0.15,0.14,105,0.06,0.17,40.33,30.47,140,0.16,0.15,33.34,35.65,128,0.16,0.16,108,water,1148,25,146,254,1508,1509,-1,-1,-1,-1,-1,1686,1,0.0125,0.625,0.90
157,Criatura 158,Creature 158,42,1,1477,1351,60,103,117,116,120,79,91,0.14,0.02,0.13,0.15,122,0.05,0.06,51,0.16,0.1,28.59,30.76,145,0.1,0.06,7.02,12.01,124,0.13,0.15,81,thunder,1150,24,147,253,1700,1759,-1,-1,-1,-1,-1,1769,1,0.0125,0.625,0.83
158,Criatura 159,Creature 159,43,1,1509,1520,60,100,104,124,109,74,96,0.13,0.02,0.06,0.15,110,0.13,0.06,73,0.11,0.11,40.14,38.6,82,0.14,0.09,34.24,36.57,105,0.11,0.14,70,snow,1190,25,254,1510,1700,1760,-1,-1,-1,-1,-1,1854,1,0.0125,0.625,0.93
159,Criatura 160,Creature 160,44,1,1499,1470,60,132,122,100,118,71,88,0.13,0.02,0.13,0.08,127,0.1,0.14,117,0.19,0.05,4.9,11.73,96,0.19,0.1,15.26,5.19,54,0.08,0.16,134,fire,1209,24,25,146,147,179,1511,1512,1696,1697,1700,1941,1,0.0125,0.625,0.97
160,Criatura 161,Creature 161,45,1,1719,1938,60,112,96,106,106,86,89,0.13,0.02,0.15,0.12,121,0.08,0.05,145,0.18,0.08,9.5,20.73,79,0.09,0.16,9.31,1.34,78,0.13,0.07,115,neutral,1336,24,180,256,1513,1700,-1,-1,-1,-1,-1,2030,1,0.0125,0.625,0.88
161,Criatura 162,Creature 162,46,1,1475,1615,60,116,126,127,118,82,79,0.14,0.02,0.1,0.16,103,0.05,0.11,61,0.1,0.14,7.26,19.12,103,0.07,0.06,21.38,20.43,99,0.19,0.19,91,plant,1400,25,128,257,357,557,1514,-1,-1,-1,-1,2121,1,0.0125,0.625,0.92
162,Criatura 163,Creature 163,47,1,1417,1365,60,105,122,133,115,90,105,0.13,0.02,0.17,0.17,106,0.06,0.13,97,0.05,0.09,34.9,4.25,91,0.15,0.09,23.73,41.47,59,0.11,0.14,99,plant,1465,24,129,256,358,558,1761,-1,-1,-1,-1,2214,1,0.0125,0.625,1.00
163,Criatura 164,Creature 164,48,1,1890,1325,60,124,107,117,122,75,100,0.14,0.02,0.05,0.2,82,0.07,0.12,67,0.07,0.11,12.48,27.14,60,0.15,0.14,2.53,38.39,87,0.18,0.18,72,light,1500,25,257,359,559,1515,1762,-1,-1,-1,-1,2309,1,0.0125,0.625,1.05
164,Criatura 165,Creature 165,49,1,1744,1598,60,128,123,135,128,77,99,0.14,0.02,0.06,0.15,87,0.15,0.14,67,0.08,0.12,29.48,19.96,130,0.19,0.16,12.79,26.07,79,0.08,0.12,119,water,1540,24,25,128,129,181,1516,1517,1518,1698,1700,2406,1,0.0125,0.625,0.90
165,Criatura 166,Creature 166,45,1,1215,1750,60,117,133,122,106,82,83,0.13,0.02,0.14,0.1,143,0.08,0.14,117,0.19,0.19,10.41,31.66,135,0.13,0.05,16.59,36.07,86,0.15,0.19,134,plant,1336,24,182,256,1519,1700,-1,-1,-1,-1,-1,2030,1,0.0125,0.625,0.91
166,Criatura 167,Creature 167,46,1,1647,1551,60,106,127,109,113,97,75,0.14,0.02,0.17,0.14,63,0.1,0.08,66,0.08,0.09,35.94,34.91,136,0.17,0.18,31.79,4.61,139,0.17,0.11,55,earth,1400,25,128,257,757,957,1157,-1,-1,-1,-1,2121,1,0.0125,0.625,0.95
167,Criatura 168,Creature 168,47,1,1439,1582,60,127,155,130,125,75,91,0.14,0.02,0.11,0.15,80,0.07,0.2,121,0.08,0.14,2.11,19.11,56,0.1,0.08,40.24,15.93,77,0.15,0.07,98,dark,1465,24,129,758,958,1158,1761,-1,-1,-1,-1,2214,1,0.0125,0.625,0.83
168,Criatura 169,Creature 169,48,1,1578,1612,60,129,131,131,121,91,86,0.14,0.02,0.09,0.12,131,0.1,0.12,81,0.18,0.06,16.09,30.6,113,0.09,0.2,22.31,42.91,64,0.2,0.06,95,earth,1500,25,759,959,1159,1762,-1,-1,-1,-1,-1,2309,1,0.0125,0.625,0.92
169,Criatura 170,Creature 170,49,1,1676,1598,60,140,121,127,118,91,97,0.13,0.02,0.1,0.09,55,0.14,0.06,62,0.09,0.06,5.11,6.17,66,0.09,0.1,31.6,18.55,73,0.19,0.14,78,snow,1540,128,129,183,1520,1521,1522,1523,1524,1525,1699,2406,1,0.0125,0.625,0.98
170,Criatura 171,Creature 171,50,1,1961,1283,60,133,134,117,115,113,82,0.14,0.02,0.13,0.14,76,0.07,0.09,141,0.17,0.18,34.53,7.19,147,0.05,0.09,45.6,8.86,128,0.18,0.18,122,water,1590,26,258,360,560,760,1700,-1,-1,-1,-1,2505,1,0.0125,0.625,0.90
171,Criatura 172,Creature 172,51,1,1551,1587,60,164,149,126,119,99,88,0.13,0.02,0.13,0.2,59,0.11,0.16,65,0.07,0.06,31.24,34.95,135,0.15,0.18,43.32,4.14,108,0.14,0.13,72,dark,1608,27,184,960,1160,1526,1527,1763,-1,-1,-1,2606,1,0.0125,0.625,0.93
172,Criatura 173,Creature 173,52,1,1626,1853,60,167,130,141,115,82,98,0.13,0.02,0.11,0.15,92,0.19,0.18,94,0.1,0.07,48.27,37.18,88,0.08,0.11,32.21,10.92,130,0.12,0.07,146,neutral,1658,148,185,361,561,761,1528,1986,-1,-1,-1,2709,1,0.0125,0.625,0.92
173,Criatura 174,Creature 174,53,1,1801,1668,60,129,153,134,129,92,86,0.13,0.02,0.08,0.06,130,0.11,0.07,102,0.09,0.09,0.05,38.46,122,0.17,0.07,10.69,41.17,123,0.09,0.14,89,earth,1717,149,258,961,1161,1700,1764,1987,-1,-1,-1,2814,1,0.0125,0.625,1.05
174,Criatura 175,Creature 175,54,1,1758,1844,60,135,169,156,120,87,104,0.14,0.02,0.12,0.08,149,0.13,0.14,86,0.09,0.18,42.25,37.53,94,0.06,0.2,42.87,51.16,89,0.14,0.2,72,fire,1730,40,362,562,762,962,1162,1529,1530,1531,1690,2921,1,0.0125,0.625,0.89
175,Criatura 176,Creature 176,55,1,1813,1750,60,129,157,180,137,88,99,0.13,0.02,0.12,0.15,82,0.17,0.18,111,0.19,0.14,15,48.59,51,0.09,0.18,35.89,48.8,125,0.11,0.16,111,dark,1782,26,259,363,563,1700,-1,-1,-1,-1,-1,3030,1,0.0125,0.625,0.96
176,Criatura 177,Creature 177,56,1,2279,1627,60,169,148,155,163,86,103,0.13,0.01,0.14,0.12,81,0.2,0.09,56,0.06,0.09,40.99,43.56,60,0.14,0.13,51.1,6.24,68,0.07,0.19,143,air,1810,27,186,364,564,1765,-1,-1,-1,-1,-1,3141,1,0.0125,0.625,1.03
