ID,Nome,Name,Descrição,Description,Price,Drop chance,Life bonus,Mp bonus,PhyAtk bonus,MagAtk bonus,PhyDef bonus,MagDef bonus,Dex bonus,Agi bonus,Crit bonus atk chance,Crit bonus def chance,Stun atk chance,Stun def chance,Stun duration,Block atk chance,Block def chance,Block duration,Blood atk chance,Blood def chance,Blood atk,Blood def,Blood duration,Poison atk chance,Poison def chance,Poison atk,Poison def,Poison duration,Silence atk chance,Silence def chance,Silence duration,Elem
156,armadura rachada,cracked armor,-,-,14245,0,0,0,0,0,93,93,0,0,0,0.05,0,0,0,0,0.02,0,0,0.05,0,5,0,0,0,0,0,0,0,0,0,air
157,espada encrostada,crusty sword,-,-,15332,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,12,0,200,0.12,0,12,0,200,0,0,0,earth
158,escudo encrostado,crusty shield,-,-,15332,0,0,0,0,0,103,103,0,0,0,0,0,0,0,0,0,0,0,0.05,0,3,0,0,0.05,0,3,0,0,0,0,earth
159,armadura encrostada,crusty armor,-,-,15332,0,0,0,0,0,103,103,0,0,0,0,0,0,0,0,0,0,0,0.05,0,3,0,0,0.05,0,3,0,0,0,0,earth
160,espada arenosa,sandy sword,-,-,16441,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0.2,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,earth
161,escudo arenoso,sandy shield,-,-,16441,0,0,0,0,0,114,114,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,earth
162,armadura arenosa,sandy armor,-,-,16441,0,0,0,0,0,114,114,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,earth
163,espada solar,sunny sword,-,-,17572,0,0,0,125,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.05,0,20,0,200,0,0,0,0,0,0,0,0,light
164,escudo solar,sunny shield,-,-,17572,0,0,0,0,0,125,125,0,0,0,0.1,0,0,0,0,0,0,0,0.1,0,5,0,0,0,0,0,0,0,0,0,light
165,armadura solar,sunny armor,-,-,17572,0,0,0,0,0,125,125,0,0,0,0.1,0,0,0,0,0,0,0,0.1,0,5,0,0,0,0,0,0,0,0,0,light
166,espada ind gena,indigenous sword,-,-,18725,0,0,0,137,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0.1,0,20,0,120,0,0,0,0,0,0,0,0,plant
167,escudo ind gena,indigenous shield,-,-,18725,0,0,0,0,0,137,137,0,0,0,0.1,0,0,0,0,0,0,0,0.2,0,2,0,0,0,0,0,0,0,0,0,plant
168,armadura ind gena,indigenous armor,-,-,18725,0,0,0,0,0,137,137,0,0,0,0.1,0,0,0,0,0,0,0,0.2,0,2,0,0,0,0,0,0,0,0,0,plant
169,espada subaqu tica,underwater sword,-,-,19898,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,25,0,250,0,0,0,0,0,0,0,0,water
170,escudo subaqu tico,underwater shield,-,-,19898,0,0,0,0,0,149,149,0,0,0,0,0,0,0,0,0,0,0,0.15,0,5,0,0,0,0,0,0,0,0,0,water
171,armadura subaqu tica,underwater armor,-,-,19898,0,0,0,0,0,149,149,0,0,0,0,0,0,0,0,0,0,0,0.15,0,5,0,0,0,0,0,0,0,0,0,water
172,espada da rajada,blast sword,-,-,21091,0,0,0,162,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
173,escudo da rajada,blast shield,-,-,21091,0,0,0,0,0,162,162,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
174,armadura da rajada,blast armor,-,-,21091,0,0,0,0,0,162,162,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
175,espada da determina  o,sword of determination,-,-,22304,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,air
176,escudo da determina  o,shield of determination,-,-,22304,0,0,0,0,0,175,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,air
177,armadura da determina  o,armor of determination,-,-,22304,0,0,0,0,0,175,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,air
178,espada do terremoto,earthquake sword,-,-,23536,0,0,0,189,0,0,0,0,0,0,0,0.2,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,earth
179,escudo do terremoto,earthquake shield,-,-,23536,0,0,0,0,0,189,189,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,earth
180,armadura do terremoto,earthquake armor,-,-,23536,0,0,0,0,0,189,189,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,earth
181,espada da erup  o,eruption sword,-,-,24787,0,0,0,203,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.3,0,15,0,250,0,0,0,0,0,0,0,0,fire
182,escudo da erup  o,eruption shield,-,-,24787,0,0,0,0,0,203,203,0,0,0,0.05,0,0,0,0,0,0,0,0.13,0,5,0,0,0,0,0,0,0,0,0,fire
183,armadura da erup  o,eruption armor,-,-,24787,0,0,0,0,0,203,203,0,0,0,0.1,0,0,0,0,0,0,0,0.13,0,5,0,0,0,0,0,0,0,0,0,fire
184,espada nuclear,nuclear sword,-,-,26057,0,0,0,218,0,0,0,20,0,0,0,0.15,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,250,fire
185,escudo nuclear,nuclear shield,-,-,26057,0,0,0,0,0,218,218,5,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,fire
186,armadura nuclear,nuclear armor,-,-,26057,0,0,0,0,0,218,218,5,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,fire
187,espada do drag o,dragon sword,-,-,27344,0,150,0,233,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0.15,0,25,0,250,0,0,0,0,0,0,0,0,fire
188,escudo do drag o,dragon shield,-,-,27344,0,50,0,0,0,233,233,0,0,0,0.05,0,0,0,0,0,0,0,0.1,0,15,0,0,0,0,0,0,0,0,0,fire
189,armadura do drag o,dragon armor,-,-,27344,0,50,0,0,0,233,233,0,0,0,0.1,0,0,0,0,0,0,0,0.05,0,10,0,0,0,0,0,0,0,0,0,fire
190,espada de picol ,popsicle sword,-,-,28648,0,0,0,249,0,0,0,0,0,0,0,0.3,0,130,0.2,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,snow
191,escudo de picol ,popsicle shield,-,-,28648,0,0,0,0,0,249,249,0,0,0,0,0,0.1,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,snow
192,armadura de picol ,popsicle armor,-,-,28648,0,0,0,0,0,249,249,0,0,0,0,0,0.1,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,snow
193,espada polar,polar sword,-,-,29970,0,0,0,265,0,0,0,0,0,0,0,0.23,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,snow
194,escudo polar,polar shield,-,-,29970,0,0,0,0,0,265,265,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,snow
195,armadura polar,polar armor,-,-,29970,0,0,0,0,0,265,265,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,snow
196,espada da aurora,aurora sword,-,-,31309,0,0,150,282,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,200,light
197,escudo da aurora,aurora shield,-,-,31309,0,0,50,0,0,282,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,light
198,armadura da aurora,aurora armor,-,-,31309,0,0,50,0,0,282,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,light
199,emblema do cavaleiro da aventura,knight adventure emblem,-,-,115272,1,500,500,299,299,300,300,50,50,0.15,0.1,0.1,0.05,150,0.15,0.13,150,0.15,0.15,15,15,150,0.2,0.15,20,12,120,0.2,0.1,200,neutral
200,cajado de madeira,wood staff,-,-,20,10,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
201,escudo de madeira,wood shield,-,-,20,10,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
202,armadura de madeira,wood armor,-,-,20,10,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
203,cajado de bronze,copper staff,-,-,290,10,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
204,escudo de bronze,copper shield,-,-,290,10,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
205,armadura de bronze,copper armor,-,-,290,10,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
206,cajado pesado,heavy staff,-,-,681,10,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
207,escudo pesado,heavy shield,-,-,681,10,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
208,armadura pesada,heavy armor,-,-,681,10,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
209,cajado da montanha,mountain staff,-,-,1164,10,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
210,escudo da montanha,mountain shield,-,-,1164,10,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
211,armadura da montanha,mountain armor,-,-,1164,10,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
212,cajado do mago,mage's staff,-,-,1716,10,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
213,escudo do mago,mage's shield,-,-,1716,10,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
214,armadura do mago,mage's armor,-,-,1716,10,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
215,cajado fenomenal,phenomenal staff,-,-,2326,10,0,0,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
216,escudo fenomenal,phenomenal shield,-,-,2326,10,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
217,armadura fenomenal,phenomenal armor,-,-,2326,10,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
218,cajado do epicentro,epicenter staff,-,-,2988,10,0,0,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
219,escudo do epicentro,epicenter shield,-,-,2988,10,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
220,armadura do epicentro,epicenter armor,-,-,2988,10,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
221,cajado dimensional,dimensional staff,-,-,3695,10,0,0,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
222,escudo dimensional,dimensional shield,-,-,3695,10,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
223,armadura dimensional,dimensional armor,-,-,3695,10,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
224,cajado do pirata,pirate staff,-,-,4445,10,0,0,9,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
225,escudo do pirata,pirate shield,-,-,4445,10,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
226,armadura do pirata,pirate armor,-,-,4445,10,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
227,cajado  pico,epic staff,-,-,5233,10,0,0,10,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
228,escudo  pico,epic shield,-,-,5233,10,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
229,armadura  pica,epic armor,-,-,5233,10,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
230,cajado arcano,arcane staff,-,-,6056,10,0,0,11,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
231,escudo arcano,arcane shield,-,-,6056,10,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
232,armadura arcana,arcane armor,-,-,6056,10,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
233,cajado lunar,lunar staff,-,-,6913,10,0,0,12,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
234,escudo lunar,lunar shield,-,-,6913,10,0,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
235,armadura lunar,lunar armor,-,-,6913,10,0,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
236,cajado feroz,fierce staff,-,-,7802,10,0,0,13,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
237,escudo feroz,fierce shield,-,-,7802,10,0,0,0,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
238,armadura feroz,fierce armor,-,-,7802,10,0,0,0,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
239,cajado curvo,curvy staff,-,-,8722,10,0,0,14,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
240,escudo curvo,curvy shield,-,-,8722,10,0,0,0,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
241,armadura curva,curvy armor,-,-,8722,10,0,0,0,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
242,cajado picante,kinky staff,-,-,9670,10,0,0,15,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
243,escudo picante,kinky shield,-,-,9670,10,0,0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
244,armadura picante,kinky armor,-,-,9670,10,0,0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
245,cajado da floresta,forest staff,-,-,10645,10,0,0,16,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
246,escudo da floresta,forest shield,-,-,10645,10,0,0,0,0,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
247,armadura da floresta,forest armor,-,-,10645,10,0,0,0,0,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
248,cajado da escava  o,excavation staff,-,-,11647,10,0,0,17,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
249,escudo da escava  o,excavation shield,-,-,11647,10,0,0,0,0,38,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
250,armadura da escava  o,excavation armor,-,-,11647,10,0,0,0,0,38,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
251,cajado secular,secular staff,-,-,12674,10,0,0,18,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
252,escudo secular,secular shield,-,-,12674,10,0,0,0,0,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
253,armadura secular,secular armor,-,-,12674,10,0,0,0,0,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
254,cajado do cristal,crystal staff,-,-,13726,10,0,0,19,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
255,escudo do cristal,crystal shield,-,-,13726,10,0,0,0,0,47,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
256,armadura do cristal,crystal armor,-,-,13726,10,0,0,0,0,47,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
257,cajado da caverna,cave staff,-,-,14801,10,0,0,20,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
258,escudo da caverna,cave shield,-,-,14801,10,0,0,0,0,52,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
259,armadura da caverna,cave armor,-,-,14801,10,0,0,0,0,52,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
260,cajado tropical,tropical staff,-,-,15899,10,0,0,21,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
261,escudo tropical,tropical shield,-,-,15899,10,0,0,0,0,58,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
262,armadura tropical,tropical armor,-,-,15899,10,0,0,0,0,58,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
263,cajado ondulado,curly staff,-,-,17020,10,0,0,22,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
264,escudo ondulado,curly shield,-,-,17020,10,0,0,0,0,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
265,armadura ondulada,curly armor,-,-,17020,10,0,0,0,0,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
266,cajado da ilha,island staff,-,-,18162,10,0,0,23,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
267,escudo da ilha,island shield,-,-,18162,10,0,0,0,0,69,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
268,armadura da ilha,island armor,-,-,18162,10,0,0,0,0,69,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
269,cajado do oceano,ocean staff,-,-,19325,10,0,0,24,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
270,escudo do oceano,ocean shield,-,-,19325,10,0,0,0,0,75,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
271,armadura do oceano,ocean armor,-,-,19325,10,0,0,0,0,75,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
272,cajado do magma,magma staff,-,-,20508,10,0,0,25,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
273,escudo do magma,magma shield,-,-,20508,10,0,0,0,0,82,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
274,armadura do magma,magma armor,-,-,20508,10,0,0,0,0,82,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
275,cajado de chocolate,chocolate staff,-,-,21711,10,0,0,26,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
276,escudo de chocolate,chocolate shield,-,-,21711,10,0,0,0,0,88,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
277,armadura de chocolate,chocolate armor,-,-,21711,10,0,0,0,0,88,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
278,cajado da f nix,fenix staff,-,-,22934,10,0,0,27,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
279,escudo da f nix,fenix shield,-,-,22934,10,0,0,0,0,95,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
280,armadura da f nix,fenix armor,-,-,22934,10,0,0,0,0,95,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
281,cajado explosivo,explosive staff,-,-,24175,10,0,0,28,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
282,escudo explosivo,explosive shield,-,-,24175,10,0,0,0,0,102,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
283,armadura explosiva,explosive armor,-,-,24175,10,0,0,0,0,102,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
284,cajado em derretimento,melting staff,-,-,25436,10,0,0,29,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
285,escudo em derretimento,melting shield,-,-,25436,10,0,0,0,0,110,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
286,armadura em derretimento,melting armor,-,-,25436,10,0,0,0,0,110,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
287,cajado do vulc o,volcano staff,-,-,26714,10,0,0,30,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
288,escudo do vulc o,volcano shield,-,-,26714,10,0,0,0,0,117,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
289,armadura do vulc o,volcano armor,-,-,26714,10,0,0,0,0,117,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
290,cajado gelado,icy staff,-,-,28010,10,0,0,31,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
291,escudo gelado,icy shield,-,-,28010,10,0,0,0,0,125,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
292,armadura gelada,icy armor,-,-,28010,10,0,0,0,0,125,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
293,cajado invernal,winter staff,-,-,29323,10,0,0,32,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
294,escudo invernal,winter shield,-,-,29323,10,0,0,0,0,133,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
295,armadura invernal,winter armor,-,-,29323,10,0,0,0,0,133,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
296,cajado do homem das neves,snowman staff,-,-,30654,10,0,0,33,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
297,escudo do homem das neves,snowman shield,-,-,30654,10,0,0,0,0,142,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
298,armadura do homem das neves,snowman armor,-,-,30654,10,0,0,0,0,142,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
299,emblema do mago,mage emblem,-,-,106585,1,0,0,34,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
300,cajado de brinquedo,toy staff,-,-,45,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,3,0,200,0,0,0,0,0,0,0,0,neutral
301,escudo de brinquedo,toy shield,-,-,45,0,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.02,0,1,0,0,0,0,0,0,0,0,0,neutral
302,armadura de brinquedo,toy armor,-,-,45,0,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.02,0,1,0,0,0,0,0,0,0,0,0,neutral
303,cajado artesanal,handicrafted staff,-,-,456,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,earth
304,escudo artesanal,handicrafted shield,-,-,456,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,earth
305,armadura artesanal,handicrafted armor,-,-,456,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,earth
306,cajado do sonhador,dreamer's staff,-,-,897,0,0,0,4,3,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fire
307,escudo do sonhador,dreamer's shield,-,-,897,0,0,0,0,0,3,3,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fire
308,armadura do sonhador,dreamer's armor,-,-,897,0,0,0,0,0,3,3,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fire
309,cajado leve,light staff,-,-,1416,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,air
310,escudo leve,light shield,-,-,1416,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,air
311,armadura leve,light armor,-,-,1416,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,air
312,cajado da coragem,courage staff,-,-,1998,0,0,0,6,7,0,0,0,0,0,0,0.1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,water
