ID,Name,Nome,Price,Drop chance,Description,Descrição,Type
451,punk sword,espada punk,13181,0,-,-,Equip
452,punk shield,escudo punk,13181,0,-,-,Equip
453,punk armor,armadura punk,13181,0,-,-,Equip
454,cracked sword,espada rachada,14245,0,-,-,Equip
455,cracked shield,escudo rachado,14245,0,-,-,Equip
456,cracked armor,armadura rachada,14245,0,-,-,Equip
457,crusty sword,espada encrostada,15332,0,-,-,Equip
458,crusty shield,escudo encrostado,15332,0,-,-,Equip
459,crusty armor,armadura encrostada,15332,0,-,-,Equip
460,sandy sword,espada arenosa,16441,0,-,-,Equip
461,sandy shield,escudo arenoso,16441,0,-,-,Equip
462,sandy armor,armadura arenosa,16441,0,-,-,Equip
463,sunny sword,espada solar,17572,0,-,-,Equip
464,sunny shield,escudo solar,17572,0,-,-,Equip
465,sunny armor,armadura solar,17572,0,-,-,Equip
466,indigenous sword,espada indígena,18725,0,-,-,Equip
467,indigenous shield,escudo indígena,18725,0,-,-,Equip
468,indigenous armor,armadura indígena,18725,0,-,-,Equip
469,underwater sword,espada subaquática,19898,0,-,-,Equip
470,underwater shield,escudo subaquático,19898,0,-,-,Equip
471,underwater armor,armadura subaquática,19898,0,-,-,Equip
472,blast sword,espada da rajada,21091,0,-,-,Equip
473,blast shield,escudo da rajada,21091,0,-,-,Equip
474,blast armor,armadura da rajada,21091,0,-,-,Equip
475,sword of determination,espada da determinação,22304,0,-,-,Equip
476,shield of determination,escudo da determinação,22304,0,-,-,Equip
477,armor of determination,armadura da determinação,22304,0,-,-,Equip
478,earthquake sword,espada do terremoto,23536,0,-,-,Equip
479,earthquake shield,escudo do terremoto,23536,0,-,-,Equip
480,earthquake armor,armadura do terremoto,23536,0,-,-,Equip
481,eruption sword,espada da erupção,24787,0,-,-,Equip
482,eruption shield,escudo da erupção,24787,0,-,-,Equip
483,eruption armor,armadura da erupção,24787,0,-,-,Equip
484,nuclear sword,espada nuclear,26057,0,-,-,Equip
485,nuclear shield,escudo nuclear,26057,0,-,-,Equip
486,nuclear armor,armadura nuclear,26057,0,-,-,Equip
487,dragon sword,espada do dragão,27344,0,-,-,Equip
488,dragon shield,escudo do dragão,27344,0,-,-,Equip
489,dragon armor,armadura do dragão,27344,0,-,-,Equip
490,popsicle sword,espada de picolé,28648,0,-,-,Equip
491,popsicle shield,escudo de picolé,28648,0,-,-,Equip
492,popsicle armor,armadura de picolé,28648,0,-,-,Equip
493,polar sword,espada polar,29970,0,-,-,Equip
494,polar shield,escudo polar,29970,0,-,-,Equip
495,polar armor,armadura polar,29970,0,-,-,Equip
496,aurora sword,espada da aurora,31309,0,-,-,Equip
497,aurora shield,escudo da aurora,31309,0,-,-,Equip
498,aurora armor,armadura da aurora,31309,0,-,-,Equip
499,adventure set,set da aventura,115272,0,-,-,Equip
500,wood staff,cajado de madeira,20,10,-,-,Equip
501,wood shield,escudo de madeira,20,10,-,-,Equip
502,wood armor,armadura de madeira,20,10,-,-,Equip
503,copper staff,cajado de bronze,290,10,-,-,Equip
504,copper shield,escudo de bronze,290,10,-,-,Equip
505,copper armor,armadura de bronze,290,10,-,-,Equip
506,heavy staff,cajado pesado,681,10,-,-,Equip
507,heavy shield,escudo pesado,681,10,-,-,Equip
508,heavy armor,armadura pesada,681,10,-,-,Equip
509,mountain staff,cajado da montanha,1164,10,-,-,Equip
510,mountain shield,escudo da montanha,1164,10,-,-,Equip
511,mountain armor,armadura da montanha,1164,10,-,-,Equip
512,mage's staff,cajado do mago,1716,10,-,-,Equip
513,mage's shield,escudo do mago,1716,10,-,-,Equip
514,mage's armor,armadura do mago,1716,10,-,-,Equip
515,phenomenal staff,cajado fenomenal,2326,10,-,-,Equip
516,phenomenal shield,escudo fenomenal,2326,10,-,-,Equip
517,phenomenal armor,armadura fenomenal,2326,10,-,-,Equip
518,epicenter staff,cajado do epicentro,2988,10,-,-,Equip
519,epicenter shield,escudo do epicentro,2988,10,-,-,Equip
520,epicenter armor,armadura do epicentro,2988,10,-,-,Equip
521,dimensional staff,cajado dimensional,3695,10,-,-,Equip
522,dimensional shield,escudo dimensional,3695,10,-,-,Equip
523,dimensional armor,armadura dimensional,3695,10,-,-,Equip
524,pirate staff,cajado do pirata,4445,10,-,-,Equip
525,pirate shield,escudo do pirata,4445,10,-,-,Equip
526,pirate armor,armadura do pirata,4445,10,-,-,Equip
527,epic staff,cajado épico,5233,10,-,-,Equip
528,epic shield,escudo épico,5233,10,-,-,Equip
529,epic armor,armadura épica,5233,10,-,-,Equip
530,arcane staff,cajado arcano,6056,10,-,-,Equip
531,arcane shield,escudo arcano,6056,10,-,-,Equip
532,arcane armor,armadura arcana,6056,10,-,-,Equip
533,lunar staff,cajado lunar,6913,10,-,-,Equip
534,lunar shield,escudo lunar,6913,10,-,-,Equip
535,lunar armor,armadura lunar,6913,10,-,-,Equip
536,fierce staff,cajado feroz,7802,10,-,-,Equip
537,fierce shield,escudo feroz,7802,10,-,-,Equip
538,fierce armor,armadura feroz,7802,10,-,-,Equip
539,curvy staff,cajado curvo,8722,10,-,-,Equip
540,curvy shield,escudo curvo,8722,10,-,-,Equip
541,curvy armor,armadura curva,8722,10,-,-,Equip
542,kinky staff,cajado picante,9670,10,-,-,Equip
543,kinky shield,escudo picante,9670,10,-,-,Equip
544,kinky armor,armadura picante,9670,10,-,-,Equip
545,forest staff,cajado da floresta,10645,10,-,-,Equip
546,forest shield,escudo da floresta,10645,10,-,-,Equip
547,forest armor,armadura da floresta,10645,10,-,-,Equip
548,excavation staff,cajado da escavação,11647,10,-,-,Equip
549,excavation shield,escudo da escavação,11647,10,-,-,Equip
550,excavation armor,armadura da escavação,11647,10,-,-,Equip
551,secular staff,cajado secular,12674,10,-,-,Equip
552,secular shield,escudo secular,12674,10,-,-,Equip
553,secular armor,armadura secular,12674,10,-,-,Equip
554,crystal staff,cajado do cristal,13726,10,-,-,Equip
555,crystal shield,escudo do cristal,13726,10,-,-,Equip
556,crystal armor,armadura do cristal,13726,10,-,-,Equip
557,cave staff,cajado da caverna,14801,10,-,-,Equip
558,cave shield,escudo da caverna,14801,10,-,-,Equip
559,cave armor,armadura da caverna,14801,10,-,-,Equip
560,tropical staff,cajado tropical,15899,10,-,-,Equip
561,tropical shield,escudo tropical,15899,10,-,-,Equip
562,tropical armor,armadura tropical,15899,10,-,-,Equip
563,curly staff,cajado ondulado,17020,10,-,-,Equip
564,curly shield,escudo ondulado,17020,10,-,-,Equip
565,curly armor,armadura ondulada,17020,10,-,-,Equip
566,island staff,cajado da ilha,18162,10,-,-,Equip
567,island shield,escudo da ilha,18162,10,-,-,Equip
568,island armor,armadura da ilha,18162,10,-,-,Equip
569,ocean staff,cajado do oceano,19325,10,-,-,Equip
570,ocean shield,escudo do oceano,19325,10,-,-,Equip
571,ocean armor,armadura do oceano,19325,10,-,-,Equip
572,magma staff,cajado do magma,20508,10,-,-,Equip
573,magma shield,escudo do magma,20508,10,-,-,Equip
574,magma armor,armadura do magma,20508,10,-,-,Equip
575,chocolate staff,cajado de chocolate,21711,10,-,-,Equip
576,chocolate shield,escudo de chocolate,21711,10,-,-,Equip
577,chocolate armor,armadura de chocolate,21711,10,-,-,Equip
578,fenix staff,cajado da fênix,22934,10,-,-,Equip
579,fenix shield,escudo da fênix,22934,10,-,-,Equip
580,fenix armor,armadura da fênix,22934,10,-,-,Equip
581,explosive staff,cajado explosivo,24175,10,-,-,Equip
582,explosive shield,escudo explosivo,24175,10,-,-,Equip
583,explosive armor,armadura explosiva,24175,10,-,-,Equip
584,melting staff,cajado em derretimento,25436,10,-,-,Equip
585,melting shield,escudo em derretimento,25436,10,-,-,Equip
586,melting armor,armadura em derretimento,25436,10,-,-,Equip
587,volcano staff,cajado do vulcão,26714,10,-,-,Equip
588,volcano shield,escudo do vulcão,26714,10,-,-,Equip
589,volcano armor,armadura do vulcão,26714,10,-,-,Equip
590,icy staff,cajado gelado,28010,10,-,-,Equip
591,icy shield,escudo gelado,28010,10,-,-,Equip
592,icy armor,armadura gelada,28010,10,-,-,Equip
593,winter staff,cajado invernal,29323,10,-,-,Equip
594,winter shield,escudo invernal,29323,10,-,-,Equip
595,winter armor,armadura invernal,29323,10,-,-,Equip
596,snowman staff,cajado do homem das neves,30654,10,-,-,Equip
597,snowman shield,escudo do homem das neves,30654,10,-,-,Equip
598,snowman armor,armadura do homem das neves,30654,10,-,-,Equip
599,snowland set,set da terra das neves,106585,10,-,-,Equip
600,toy staff,cajado de brinquedo,45,0,-,-,Equip
601,toy shield,escudo de brinquedo,45,0,-,-,Equip
602,toy armor,armadura de brinquedo,45,0,-,-,Equip
603,handicrafted staff,cajado artesanal,456,0,-,-,Equip
604,handicrafted shield,escudo artesanal,456,0,-,-,Equip
605,handicrafted armor,armadura artesanal,456,0,-,-,Equip
606,dreamer's staff,cajado do sonhador,897,0,-,-,Equip
607,dreamer's shield,escudo do sonhador,897,0,-,-,Equip
608,dreamer's armor,armadura do sonhador,897,0,-,-,Equip
609,light staff,cajado leve,1416,0,-,-,Equip
610,light shield,escudo leve,1416,0,-,-,Equip
611,light armor,armadura leve,1416,0,-,-,Equip
612,courage staff,cajado da coragem,1998,0,-,-,Equip
613,courage shield,escudo da coragem,1998,0,-,-,Equip
614,courage armor,armadura da coragem,1998,0,-,-,Equip
615,partner's staff,cajado do parceiro,2635,0,-,-,Equip
616,partner's shield,escudo do parceiro,2635,0,-,-,Equip
617,partner's armor,armadura do parceiro,2635,0,-,-,Equip
618,sound staff,cajado do som,3320,0,-,-,Equip
619,sound shield,escudo do som,3320,0,-,-,Equip
620,sound armor,armadura do som,3320,0,-,-,Equip
621,wild staff,cajado selvagem,4049,0,-,-,Equip
622,wild shield,escudo selvagem,4049,0,-,-,Equip
623,wild armor,armadura selvagem,4049,0,-,-,Equip
624,love staff,cajado do amor,4818,0,-,-,Equip
625,love shield,escudo do amor,4818,0,-,-,Equip
626,love armor,armadura do amor,4818,0,-,-,Equip
627,ninja staff,cajado do ninja,5624,0,-,-,Equip
628,ninja shield,escudo do ninja,5624,0,-,-,Equip
629,ninja armor,armadura do ninja,5624,0,-,-,Equip
630,replenishing staff,cajado da restauração,6465,0,-,-,Equip
631,replenishing shield,escudo da restauração,6465,0,-,-,Equip
632,replenishing armor,armadura da restauração,6465,0,-,-,Equip
633,energy staff,cajado da energia,7338,0,-,-,Equip
634,energy shield,escudo da energia,7338,0,-,-,Equip
635,energy armor,armadura da energia,7338,0,-,-,Equip
636,spiky staff,cajado espinhoso,8242,0,-,-,Equip
637,spiky shield,escudo espinhoso,8242,0,-,-,Equip
638,spiky armor,armadura espinhosa,8242,0,-,-,Equip
639,swampy staff,cajado pantanoso,9176,0,-,-,Equip
640,swampy shield,escudo pantanoso,9176,0,-,-,Equip
641,swampy armor,armadura pantanosa,9176,0,-,-,Equip
642,misty staff,cajado da névoa,10138,0,-,-,Equip
643,misty shield,escudo da névoa,10138,0,-,-,Equip
644,misty armor,armadura da névoa,10138,0,-,-,Equip
645,glorious staff,cajado glorioso,11127,0,-,-,Equip
646,glorious shield,escudo glorioso,11127,0,-,-,Equip
647,glorious armor,armadura gloriosa,11127,0,-,-,Equip
648,dark staff,cajado negro,12141,0,-,-,Equip
649,dark shield,escudo negro,12141,0,-,-,Equip
650,dark armor,armadura negra,12141,0,-,-,Equip
651,punk staff,cajado punk,13181,0,-,-,Equip
652,punk shield,escudo punk,13181,0,-,-,Equip
653,punk armor,armadura punk,13181,0,-,-,Equip
654,cracked staff,cajado rachado,14245,0,-,-,Equip
655,cracked shield,escudo rachado,14245,0,-,-,Equip
656,cracked armor,armadura rachada,14245,0,-,-,Equip
657,crusty staff,cajado encrostado,15332,0,-,-,Equip
658,crusty shield,escudo encrostado,15332,0,-,-,Equip
659,crusty armor,armadura encrostada,15332,0,-,-,Equip
660,sandy staff,cajado arenoso,16441,0,-,-,Equip
661,sandy shield,escudo arenoso,16441,0,-,-,Equip
662,sandy armor,armadura arenosa,16441,0,-,-,Equip
663,sunny staff,cajado solar,17572,0,-,-,Equip
664,sunny shield,escudo solar,17572,0,-,-,Equip
665,sunny armor,armadura solar,17572,0,-,-,Equip
666,indigenous staff,cajado indígena,18725,0,-,-,Equip
667,indigenous shield,escudo indígena,18725,0,-,-,Equip
668,indigenous armor,armadura indígena,18725,0,-,-,Equip
669,underwater staff,cajado subaquático,19898,0,-,-,Equip
670,underwater shield,escudo subaquático,19898,0,-,-,Equip
671,underwater armor,armadura subaquática,19898,0,-,-,Equip
672,blast staff,cajado da rajada,21091,0,-,-,Equip
673,blast shield,escudo da rajada,21091,0,-,-,Equip
674,blast armor,armadura da rajada,21091,0,-,-,Equip
675,staff of determination,cajado da determinação,22304,0,-,-,Equip
676,shield of determination,escudo da determinação,22304,0,-,-,Equip
677,armor of determination,armadura da determinação,22304,0,-,-,Equip
678,earthquake staff,cajado do terremoto,23536,0,-,-,Equip
679,earthquake shield,escudo do terremoto,23536,0,-,-,Equip
680,earthquake armor,armadura do terremoto,23536,0,-,-,Equip
681,eruption staff,cajado da erupção,24787,0,-,-,Equip
682,eruption shield,escudo da erupção,24787,0,-,-,Equip
683,eruption armor,armadura da erupção,24787,0,-,-,Equip
684,nuclear staff,cajado nuclear,26057,0,-,-,Equip
685,nuclear shield,escudo nuclear,26057,0,-,-,Equip
686,nuclear armor,armadura nuclear,26057,0,-,-,Equip
687,dragon staff,cajado do dragão,27344,0,-,-,Equip
688,dragon shield,escudo do dragão,27344,0,-,-,Equip
689,dragon armor,armadura do dragão,27344,0,-,-,Equip
690,popsicle staff,cajado de picolé,28648,0,-,-,Equip
691,popsicle shield,escudo de picolé,28648,0,-,-,Equip
692,popsicle armor,armadura de picolé,28648,0,-,-,Equip
693,polar staff,cajado polar,29970,0,-,-,Equip
694,polar shield,escudo polar,29970,0,-,-,Equip
695,polar armor,armadura polar,29970,0,-,-,Equip
696,aurora staff,cajado da aurora,31309,0,-,-,Equip
697,aurora shield,escudo da aurora,31309,0,-,-,Equip
698,aurora armor,armadura da aurora,31309,0,-,-,Equip
699,adventure set,set da aventura,115272,0,-,-,Equip
700,wood bow,arco de madeira,20,10,-,-,Equip
701,wood bandana,bandana de madeira,20,10,-,-,Equip
702,wood armor,armadura de madeira,20,10,-,-,Equip
703,copper bow,arco de bronze,290,10,-,-,Equip
704,copper bandana,bandana de bronze,290,10,-,-,Equip
705,copper armor,armadura de bronze,290,10,-,-,Equip
706,heavy bow,arco pesada,681,10,-,-,Equip
707,heavy bandana,bandana pesada,681,10,-,-,Equip
708,heavy armor,armadura pesada,681,10,-,-,Equip
709,mountain bow,arco da montanha,1164,10,-,-,Equip
710,mountain bandana,bandana da montanha,1164,10,-,-,Equip
711,mountain armor,armadura da montanha,1164,10,-,-,Equip
712,archer's bow,arco do arqueiro,1716,10,-,-,Equip
713,archer's bandana,bandana do arqueiro,1716,10,-,-,Equip
714,archer's armor,armadura do arqueiro,1716,10,-,-,Equip
715,phenomenal bow,arco fenomenal,2326,10,-,-,Equip
716,phenomenal bandana,bandana fenomenal,2326,10,-,-,Equip
717,phenomenal armor,armadura fenomenal,2326,10,-,-,Equip
718,epicenter bow,arco do epicentro,2988,10,-,-,Equip
719,epicenter bandana,bandana do epicentro,2988,10,-,-,Equip
720,epicenter armor,armadura do epicentro,2988,10,-,-,Equip
721,dimensional bow,arco dimensional,3695,10,-,-,Equip
722,dimensional bandana,bandana dimensional,3695,10,-,-,Equip
723,dimensional armor,armadura dimensional,3695,10,-,-,Equip
724,pirate bow,arco do pirata,4445,10,-,-,Equip
725,pirate bandana,bandana do pirata,4445,10,-,-,Equip
726,pirate armor,armadura do pirata,4445,10,-,-,Equip
727,epic bow,arco épico,5233,10,-,-,Equip
728,epic bandana,bandana épica,5233,10,-,-,Equip
729,epic armor,armadura épica,5233,10,-,-,Equip
730,arcane bow,arco arcano,6056,10,-,-,Equip
731,arcane bandana,bandana arcana,6056,10,-,-,Equip
732,arcane armor,armadura arcana,6056,10,-,-,Equip
733,lunar bow,arco lunar,6913,10,-,-,Equip
734,lunar bandana,bandana lunar,6913,10,-,-,Equip
735,lunar armor,armadura lunar,6913,10,-,-,Equip
736,fierce bow,arco feroz,7802,10,-,-,Equip
737,fierce bandana,bandana feroz,7802,10,-,-,Equip
738,fierce armor,armadura feroz,7802,10,-,-,Equip
739,curvy bow,arco curvo,8722,10,-,-,Equip
740,curvy bandana,bandana curva,8722,10,-,-,Equip
741,curvy armor,armadura curva,8722,10,-,-,Equip
742,kinky bow,arco picante,9670,10,-,-,Equip
743,kinky bandana,bandana picante,9670,10,-,-,Equip
744,kinky armor,armadura picante,9670,10,-,-,Equip
745,forest bow,arco da floresta,10645,10,-,-,Equip
746,forest bandana,bandana da floresta,10645,10,-,-,Equip
747,forest armor,armadura da floresta,10645,10,-,-,Equip
748,excavation bow,arco da escavação,11647,10,-,-,Equip
749,excavation bandana,bandana da escavação,11647,10,-,-,Equip
750,excavation armor,armadura da escavação,11647,10,-,-,Equip
751,secular bow,arco secular,12674,10,-,-,Equip
752,secular bandana,bandana secular,12674,10,-,-,Equip
753,secular armor,armadura secular,12674,10,-,-,Equip
754,crystal bow,arco do cristal,13726,10,-,-,Equip
755,crystal bandana,bandana do cristal,13726,10,-,-,Equip
756,crystal armor,armadura do cristal,13726,10,-,-,Equip
757,cave bow,arco da caverna,14801,10,-,-,Equip
758,cave bandana,bandana da caverna,14801,10,-,-,Equip
759,cave armor,armadura da caverna,14801,10,-,-,Equip
760,tropical bow,arco tropical,15899,10,-,-,Equip
761,tropical bandana,bandana tropical,15899,10,-,-,Equip
762,tropical armor,armadura tropical,15899,10,-,-,Equip
763,curly bow,arco ondulado,17020,10,-,-,Equip
764,curly bandana,bandana ondulada,17020,10,-,-,Equip
765,curly armor,armadura ondulada,17020,10,-,-,Equip
766,island bow,arco da ilha,18162,10,-,-,Equip
767,island bandana,bandana da ilha,18162,10,-,-,Equip
768,island armor,armadura da ilha,18162,10,-,-,Equip
769,ocean bow,arco do oceano,19325,10,-,-,Equip
770,ocean bandana,bandana do oceano,19325,10,-,-,Equip
771,ocean armor,armadura do oceano,19325,10,-,-,Equip
772,magma bow,arco do magma,20508,10,-,-,Equip
773,magma bandana,bandana do magma,20508,10,-,-,Equip
774,magma armor,armadura do magma,20508,10,-,-,Equip
775,chocolate bow,arco de chocolate,21711,10,-,-,Equip
776,chocolate bandana,bandana de chocolate,21711,10,-,-,Equip
777,chocolate armor,armadura de chocolate,21711,10,-,-,Equip
778,fenix bow,arco da fênix,22934,10,-,-,Equip
779,fenix bandana,bandana da fênix,22934,10,-,-,Equip
780,fenix armor,armadura da fênix,22934,10,-,-,Equip
781,explosive bow,arco explosivo,24175,10,-,-,Equip
782,explosive bandana,bandana explosiva,24175,10,-,-,Equip
783,explosive armor,armadura explosiva,24175,10,-,-,Equip
784,melting bow,arco em derretimento,25436,10,-,-,Equip
785,melting bandana,bandana em derretimento,25436,10,-,-,Equip
786,melting armor,armadura em derretimento,25436,10,-,-,Equip
787,volcano bow,arco do vulcão,26714,10,-,-,Equip
788,volcano bandana,bandana do vulcão,26714,10,-,-,Equip
789,volcano armor,armadura do vulcão,26714,10,-,-,Equip
790,icy bow,arco gelado,28010,10,-,-,Equip
791,icy bandana,bandana gelada,28010,10,-,-,Equip
792,icy armor,armadura gelada,28010,10,-,-,Equip
793,winter bow,arco invernal,29323,10,-,-,Equip
794,winter bandana,bandana invernal,29323,10,-,-,Equip
795,winter armor,armadura invernal,29323,10,-,-,Equip
796,snowman bow,arco do homem das neves,30654,10,-,-,Equip
797,snowman bandana,bandana do homem das neves,30654,10,-,-,Equip
798,snowman armor,armadura do homem das neves,30654,10,-,-,Equip
799,snowland set,set da terra das neves,106585,10,-,-,Equip
800,toy bow,arco de brinquedo,45,0,-,-,Equip
801,toy bandana,bandana de brinquedo,45,0,-,-,Equip
802,toy armor,armadura de brinquedo,45,0,-,-,Equip
803,handicrafted bow,arco artesanal,456,0,-,-,Equip
804,handicrafted bandana,bandana artesanal,456,0,-,-,Equip
805,handicrafted armor,armadura artesanal,456,0,-,-,Equip
806,dreamer's bow,arco do sonhador,897,0,-,-,Equip
807,dreamer's bandana,bandana do sonhador,897,0,-,-,Equip
808,dreamer's armor,armadura do sonhador,897,0,-,-,Equip
809,light bow,arco leve,1416,0,-,-,Equip
810,light bandana,bandana leve,1416,0,-,-,Equip
811,light armor,armadura leve,1416,0,-,-,Equip
812,courage bow,arco da coragem,1998,0,-,-,Equip
813,courage bandana,bandana da coragem,1998,0,-,-,Equip
814,courage armor,armadura da coragem,1998,0,-,-,Equip
815,partner's bow,arco do parceiro,2635,0,-,-,Equip
816,partner's bandana,bandana do parceiro,2635,0,-,-,Equip
817,partner's armor,armadura do parceiro,2635,0,-,-,Equip
818,sound bow,arco do som,3320,0,-,-,Equip
819,sound bandana,bandana no som,3320,0,-,-,Equip
820,sound armor,armadura do som,3320,0,-,-,Equip
821,wild bow,arco selvagem,4049,0,-,-,Equip
822,wild bandana,bandana selvagem,4049,0,-,-,Equip
823,wild armor,armadura selvagem,4049,0,-,-,Equip
824,love bow,arco do amor,4818,0,-,-,Equip
825,love bandana,bandana do amor,4818,0,-,-,Equip
826,love armor,armadura do amor,4818,0,-,-,Equip
827,ninja bow,arco do ninja,5624,0,-,-,Equip
828,ninja bandana,bandana no ninja,5624,0,-,-,Equip
829,ninja armor,armadura do ninja,5624,0,-,-,Equip
830,replenishing bow,arco da restauração,6465,0,-,-,Equip
831,replenishing bandana,bandana da restauração,6465,0,-,-,Equip
832,replenishing armor,armadura da restauração,6465,0,-,-,Equip
833,energy bow,arco da energia,7338,0,-,-,Equip
834,energy bandana,bandana da energia,7338,0,-,-,Equip
835,energy armor,armadura da energia,7338,0,-,-,Equip
836,spiky bow,arco espinhoso,8242,0,-,-,Equip
837,spiky bandana,bandana espinhosa,8242,0,-,-,Equip
838,spiky armor,armadura espinhosa,8242,0,-,-,Equip
839,swampy bow,arco pantanoso,9176,0,-,-,Equip
840,swampy bandana,bandana pantanosa,9176,0,-,-,Equip
841,swampy armor,armadura pantanosa,9176,0,-,-,Equip
842,misty bow,arco da névoa,10138,0,-,-,Equip
843,misty bandana,bandana da névoa,10138,0,-,-,Equip
844,misty armor,armadura da névoa,10138,0,-,-,Equip
845,glorious bow,arco glorioso,11127,0,-,-,Equip
846,glorious bandana,bandana gloriosa,11127,0,-,-,Equip
847,glorious armor,armadura gloriosa,11127,0,-,-,Equip
848,dark bow,arco negro,12141,0,-,-,Equip
849,dark bandana,bandana negra,12141,0,-,-,Equip
850,dark armor,armadura negra,12141,0,-,-,Equip
851,punk bow,arco punk,13181,0,-,-,Equip
852,punk bandana,bandana punk,13181,0,-,-,Equip
853,punk armor,armadura punk,13181,0,-,-,Equip
854,cracked bow,arco rachado,14245,0,-,-,Equip
855,cracked bandana,bandana rachada,14245,0,-,-,Equip
856,cracked armor,armadura rachada,14245,0,-,-,Equip
857,crusty bow,arco encrostado,15332,0,-,-,Equip
858,crusty bandana,bandana encrostada,15332,0,-,-,Equip
859,crusty armor,armadura encrostada,15332,0,-,-,Equip
860,sandy bow,arco arenoso,16441,0,-,-,Equip
861,sandy bandana,bandana arenosa,16441,0,-,-,Equip
862,sandy armor,armadura arenosa,16441,0,-,-,Equip
863,sunny bow,arco solar,17572,0,-,-,Equip
864,sunny bandana,bandana solar,17572,0,-,-,Equip
865,sunny armor,armadura solar,17572,0,-,-,Equip
866,indigenous bow,arco indígena,18725,0,-,-,Equip
867,indigenous bandana,bandana indígena,18725,0,-,-,Equip
868,indigenous armor,armadura indígena,18725,0,-,-,Equip
869,underwater bow,arco subaquático,19898,0,-,-,Equip
870,underwater bandana,bandana subaquática,19898,0,-,-,Equip
871,underwater armor,armadura subaquática,19898,0,-,-,Equip
872,blast bow,arco da rajada,21091,0,-,-,Equip
873,blast bandana,bandana da rajada,21091,0,-,-,Equip
874,blast armor,armadura da rajada,21091,0,-,-,Equip
875,bow of determination,arco da determinação,22304,0,-,-,Equip
876,bandana of determination,bandana da determinação,22304,0,-,-,Equip
877,armor of determination,armadura da determinação,22304,0,-,-,Equip
878,earthquake bow,arco do terremoto,23536,0,-,-,Equip
879,earthquake bandana,bandana do terremoto,23536,0,-,-,Equip
880,earthquake armor,armadura do terremoto,23536,0,-,-,Equip
881,eruption bow,arco da erupção,24787,0,-,-,Equip
882,eruption bandana,bandana da erupção,24787,0,-,-,Equip
883,eruption armor,armadura da erupção,24787,0,-,-,Equip
884,nuclear bow,arco nuclear,26057,0,-,-,Equip
885,nuclear bandana,bandana nuclear,26057,0,-,-,Equip
886,nuclear armor,armadura nuclear,26057,0,-,-,Equip
887,dragon bow,arco do dragão,27344,0,-,-,Equip
888,dragon bandana,bandana do dragão,27344,0,-,-,Equip
889,dragon armor,armadura do dragão,27344,0,-,-,Equip
890,popsicle bow,arco de picolé,28648,0,-,-,Equip
891,popsicle bandana,bandana de picolé,28648,0,-,-,Equip
892,popsicle armor,armadura de picolé,28648,0,-,-,Equip
893,polar bow,arco polar,29970,0,-,-,Equip
894,polar bandana,bandana polar,29970,0,-,-,Equip
895,polar armor,armadura polar,29970,0,-,-,Equip
896,aurora bow,arco da aurora,31309,0,-,-,Equip
897,aurora bandana,bandana da aurora,31309,0,-,-,Equip
898,aurora armor,armadura da aurora,31309,0,-,-,Equip
899,adventure set,set da aventura,115272,0,-,-,Equip
900,wood claws,garras de madeira,20,20,-,-,Equip
901,wood shield,escudo de madeira,20,20,-,-,Equip
902,wood armor,armadura de madeira,20,20,-,-,Equip
903,copper claws,garras de bronze,290,15,-,-,Equip
904,copper shield,escudo de bronze,290,15,-,-,Equip
905,copper armor,armadura de bronze,290,15,-,-,Equip
906,heavy claws,garras pesadas,681,10,-,-,Equip
907,heavy shield,escudo pesado,681,10,-,-,Equip
908,heavy armor,armadura pesada,681,10,-,-,Equip
909,mountain claws,garras da montanha,1164,10,-,-,Equip
910,mountain shield,escudo da montanha,1164,10,-,-,Equip
911,mountain armor,armadura da montanha,1164,10,-,-,Equip
912,animal's claws,garras do animal,1716,10,-,-,Equip
913,animal's shield,escudo do animal,1716,10,-,-,Equip
914,animal's armor,armadura do animal,1716,10,-,-,Equip
915,phenomenal claws,garras fenomenais,2326,10,-,-,Equip
916,phenomenal shield,escudo fenomenal,2326,10,-,-,Equip
917,phenomenal armor,armadura fenomenal,2326,10,-,-,Equip
918,epicenter claws,garras do epicentro,2988,10,-,-,Equip
919,epicenter shield,escudo do epicentro,2988,10,-,-,Equip
920,epicenter armor,armadura do epicentro,2988,10,-,-,Equip
921,dimensional claws,garras dimensional,3695,10,-,-,Equip
922,dimensional shield,escudo dimensional,3695,10,-,-,Equip
923,dimensional armor,armadura dimensional,3695,10,-,-,Equip
924,pirate claws,garras do piratas,4445,10,-,-,Equip
925,pirate shield,escudo do pirata,4445,10,-,-,Equip
926,pirate armor,armadura do pirata,4445,10,-,-,Equip
927,epic claws,garras épicas,5233,10,-,-,Equip
928,epic shield,escudo épico,5233,10,-,-,Equip
929,epic armor,armadura épica,5233,10,-,-,Equip
930,arcane claws,garras arcanas,6056,10,-,-,Equip
931,arcane shield,escudo arcano,6056,10,-,-,Equip
932,arcane armor,armadura arcana,6056,10,-,-,Equip
933,lunar claws,garras lunares,6913,10,-,-,Equip
934,lunar shield,escudo lunar,6913,10,-,-,Equip
935,lunar armor,armadura lunar,6913,10,-,-,Equip
936,fierce claws,garras ferozes,7802,10,-,-,Equip
937,fierce shield,escudo feroz,7802,10,-,-,Equip
938,fierce armor,armadura feroz,7802,10,-,-,Equip
939,curvy claws,garras curvas,8722,10,-,-,Equip
940,curvy shield,escudo curvo,8722,10,-,-,Equip
941,curvy armor,armadura curva,8722,10,-,-,Equip
